n_episode : 204, Total Frames : 12098, Average Score : 161.1, Episode Score : 60.0, Best Score : 1020.0, n_buffer : 12098, eps : 88.8%
n_episode : 205, Total Frames : 12163, Average Score : 161.2, Episode Score : 180.0, Best Score : 1020.0, n_buffer : 12163, eps : 88.7%
n_episode : 206, Total Frames : 12217, Average Score : 160.8, Episode Score : 90.0, Best Score : 1020.0, n_buffer : 12217, eps : 88.7%
n_episode : 207, Total Frames : 12266, Average Score : 160.1, Episode Score : 20.0, Best Score : 1020.0, n_buffer : 12266, eps : 88.6%
n_episode : 208, Total Frames : 12324, Average Score : 160.2, Episode Score : 180.0, Best Score : 1020.0, n_buffer : 12324, eps : 88.6%
n_episode : 209, Total Frames : 12349, Average Score : 159.6, Episode Score : 20.0, Best Score : 1020.0, n_buffer : 12349, eps : 88.5%
n_episode : 210, Total Frames : 12399, Average Score : 159.1, Episode Score : 70.0, Best Score : 1020.0, n_buffer : 12399, eps : 88.5%
n_episode : 211, Total Frames : 12465, Average Score : 159.2, Episode Score : 170.0, Best Score : 1020.0, n_buffer : 12465, eps : 88.5%
n_episode : 212, Total Frames : 12574, Average Score : 159.6, Episode Score : 240.0, Best Score : 1020.0, n_buffer : 12574, eps : 88.4%
n_episode : 213, Total Frames : 12605, Average Score : 159.2, Episode Score : 90.0, Best Score : 1020.0, n_buffer : 12605, eps : 88.3%
n_episode : 214, Total Frames : 12668, Average Score : 159.0, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 12668, eps : 88.3%
n_episode : 215, Total Frames : 12725, Average Score : 159.2, Episode Score : 190.0, Best Score : 1020.0, n_buffer : 12725, eps : 88.2%
n_episode : 216, Total Frames : 12763, Average Score : 159.0, Episode Score : 120.0, Best Score : 1020.0, n_buffer : 12763, eps : 88.2%
n_episode : 217, Total Frames : 12810, Average Score : 158.8, Episode Score : 130.0, Best Score : 1020.0, n_buffer : 12810, eps : 88.1%
n_episode : 218, Total Frames : 12851, Average Score : 159.0, Episode Score : 200.0, Best Score : 1020.0, n_buffer : 12851, eps : 88.1%
n_episode : 219, Total Frames : 12882, Average Score : 158.7, Episode Score : 80.0, Best Score : 1020.0, n_buffer : 12882, eps : 88.1%
n_episode : 220, Total Frames : 12940, Average Score : 158.7, Episode Score : 170.0, Best Score : 1020.0, n_buffer : 12940, eps : 88.0%
n_episode : 221, Total Frames : 12997, Average Score : 158.5, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 12997, eps : 88.0%
n_episode : 222, Total Frames : 13050, Average Score : 158.2, Episode Score : 100.0, Best Score : 1020.0, n_buffer : 13050, eps : 87.9%
n_episode : 223, Total Frames : 13214, Average Score : 161.6, Episode Score : 900.0, Best Score : 1020.0, n_buffer : 13214, eps : 87.9%
n_episode : 224, Total Frames : 13275, Average Score : 161.3, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 13275, eps : 87.7%
n_episode : 225, Total Frames : 13300, Average Score : 160.8, Episode Score : 30.0, Best Score : 1020.0, n_buffer : 13300, eps : 87.7%
n_episode : 226, Total Frames : 13363, Average Score : 161.1, Episode Score : 240.0, Best Score : 1020.0, n_buffer : 13363, eps : 87.7%
n_episode : 227, Total Frames : 13384, Average Score : 160.5, Episode Score : 20.0, Best Score : 1020.0, n_buffer : 13384, eps : 87.6%
n_episode : 228, Total Frames : 13443, Average Score : 160.6, Episode Score : 190.0, Best Score : 1020.0, n_buffer : 13443, eps : 87.6%
n_episode : 229, Total Frames : 13483, Average Score : 160.4, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 13483, eps : 87.5%
n_episode : 230, Total Frames : 13516, Average Score : 160.2, Episode Score : 120.0, Best Score : 1020.0, n_buffer : 13516, eps : 87.5%
n_episode : 231, Total Frames : 13538, Average Score : 159.6, Episode Score : 20.0, Best Score : 1020.0, n_buffer : 13538, eps : 87.5%
n_episode : 232, Total Frames : 13644, Average Score : 162.5, Episode Score : 840.0, Best Score : 1020.0, n_buffer : 13644, eps : 87.5%
n_episode : 233, Total Frames : 13714, Average Score : 162.4, Episode Score : 140.0, Best Score : 1020.0, n_buffer : 13714, eps : 87.4%
n_episode : 234, Total Frames : 13767, Average Score : 162.5, Episode Score : 170.0, Best Score : 1020.0, n_buffer : 13767, eps : 87.3%
n_episode : 235, Total Frames : 13811, Average Score : 162.3, Episode Score : 130.0, Best Score : 1020.0, n_buffer : 13811, eps : 87.3%
n_episode : 236, Total Frames : 14000, Average Score : 163.1, Episode Score : 350.0, Best Score : 1020.0, n_buffer : 14000, eps : 87.2%
n_episode : 237, Total Frames : 14027, Average Score : 162.5, Episode Score : 10.0, Best Score : 1020.0, n_buffer : 14027, eps : 87.1%
n_episode : 238, Total Frames : 14087, Average Score : 162.4, Episode Score : 150.0, Best Score : 1020.0, n_buffer : 14087, eps : 87.0%
n_episode : 239, Total Frames : 14200, Average Score : 163.6, Episode Score : 430.0, Best Score : 1020.0, n_buffer : 14200, eps : 87.0%
n_episode : 240, Total Frames : 14249, Average Score : 163.1, Episode Score : 50.0, Best Score : 1020.0, n_buffer : 14249, eps : 86.9%
n_episode : 241, Total Frames : 14321, Average Score : 163.3, Episode Score : 210.0, Best Score : 1020.0, n_buffer : 14321, eps : 86.9%
n_episode : 242, Total Frames : 14346, Average Score : 162.6, Episode Score : 10.0, Best Score : 1020.0, n_buffer : 14346, eps : 86.8%
n_episode : 243, Total Frames : 14402, Average Score : 162.5, Episode Score : 120.0, Best Score : 1020.0, n_buffer : 14402, eps : 86.8%
n_episode : 244, Total Frames : 14453, Average Score : 162.1, Episode Score : 80.0, Best Score : 1020.0, n_buffer : 14453, eps : 86.7%
n_episode : 245, Total Frames : 14509, Average Score : 162.2, Episode Score : 170.0, Best Score : 1020.0, n_buffer : 14509, eps : 86.7%
n_episode : 246, Total Frames : 14543, Average Score : 161.7, Episode Score : 40.0, Best Score : 1020.0, n_buffer : 14543, eps : 86.6%
n_episode : 247, Total Frames : 14597, Average Score : 161.6, Episode Score : 150.0, Best Score : 1020.0, n_buffer : 14597, eps : 86.6%
n_episode : 248, Total Frames : 14654, Average Score : 161.3, Episode Score : 90.0, Best Score : 1020.0, n_buffer : 14654, eps : 86.6%
n_episode : 249, Total Frames : 14712, Average Score : 160.8, Episode Score : 30.0, Best Score : 1020.0, n_buffer : 14712, eps : 86.5%
n_episode : 250, Total Frames : 14773, Average Score : 161.0, Episode Score : 200.0, Best Score : 1020.0, n_buffer : 14773, eps : 86.5%
n_episode : 251, Total Frames : 14817, Average Score : 160.5, Episode Score : 40.0, Best Score : 1020.0, n_buffer : 14817, eps : 86.4%
n_episode : 252, Total Frames : 14897, Average Score : 160.4, Episode Score : 150.0, Best Score : 1020.0, n_buffer : 14897, eps : 86.4%
n_episode : 253, Total Frames : 14961, Average Score : 160.6, Episode Score : 200.0, Best Score : 1020.0, n_buffer : 14961, eps : 86.3%
n_episode : 254, Total Frames : 15007, Average Score : 160.4, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 15007, eps : 86.2%
n_episode : 255, Total Frames : 15096, Average Score : 161.3, Episode Score : 390.0, Best Score : 1020.0, n_buffer : 15096, eps : 86.2%
n_episode : 256, Total Frames : 15155, Average Score : 161.3, Episode Score : 170.0, Best Score : 1020.0, n_buffer : 15155, eps : 86.1%
n_episode : 257, Total Frames : 15209, Average Score : 161.4, Episode Score : 170.0, Best Score : 1020.0, n_buffer : 15209, eps : 86.1%
n_episode : 258, Total Frames : 15298, Average Score : 162.5, Episode Score : 460.0, Best Score : 1020.0, n_buffer : 15298, eps : 86.0%
n_episode : 259, Total Frames : 15357, Average Score : 162.7, Episode Score : 200.0, Best Score : 1020.0, n_buffer : 15357, eps : 86.0%
n_episode : 260, Total Frames : 15397, Average Score : 162.5, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 15397, eps : 85.9%
n_episode : 261, Total Frames : 15446, Average Score : 162.1, Episode Score : 80.0, Best Score : 1020.0, n_buffer : 15446, eps : 85.9%
n_episode : 262, Total Frames : 15518, Average Score : 162.0, Episode Score : 130.0, Best Score : 1020.0, n_buffer : 15518, eps : 85.8%
n_episode : 263, Total Frames : 15565, Average Score : 161.6, Episode Score : 40.0, Best Score : 1020.0, n_buffer : 15565, eps : 85.8%
n_episode : 264, Total Frames : 15626, Average Score : 161.5, Episode Score : 150.0, Best Score : 1020.0, n_buffer : 15626, eps : 85.7%
n_episode : 265, Total Frames : 15661, Average Score : 161.1, Episode Score : 60.0, Best Score : 1020.0, n_buffer : 15661, eps : 85.7%
n_episode : 266, Total Frames : 15754, Average Score : 162.2, Episode Score : 440.0, Best Score : 1020.0, n_buffer : 15754, eps : 85.6%
n_episode : 267, Total Frames : 15791, Average Score : 161.6, Episode Score : 0.0, Best Score : 1020.0, n_buffer : 15791, eps : 85.6%
n_episode : 268, Total Frames : 15857, Average Score : 161.5, Episode Score : 140.0, Best Score : 1020.0, n_buffer : 15857, eps : 85.5%
n_episode : 269, Total Frames : 15918, Average Score : 161.2, Episode Score : 70.0, Best Score : 1020.0, n_buffer : 15918, eps : 85.5%
n_episode : 270, Total Frames : 16019, Average Score : 163.7, Episode Score : 860.0, Best Score : 1020.0, n_buffer : 16019, eps : 85.4%
n_episode : 271, Total Frames : 16079, Average Score : 163.6, Episode Score : 130.0, Best Score : 1020.0, n_buffer : 16079, eps : 85.3%
n_episode : 272, Total Frames : 16139, Average Score : 163.3, Episode Score : 90.0, Best Score : 1020.0, n_buffer : 16139, eps : 85.3%
n_episode : 273, Total Frames : 16229, Average Score : 163.0, Episode Score : 70.0, Best Score : 1020.0, n_buffer : 16229, eps : 85.2%
n_episode : 274, Total Frames : 16284, Average Score : 162.8, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 16284, eps : 85.2%
n_episode : 275, Total Frames : 16323, Average Score : 162.5, Episode Score : 90.0, Best Score : 1020.0, n_buffer : 16323, eps : 85.1%
n_episode : 276, Total Frames : 16375, Average Score : 162.6, Episode Score : 190.0, Best Score : 1020.0, n_buffer : 16375, eps : 85.1%
n_episode : 277, Total Frames : 16433, Average Score : 162.7, Episode Score : 190.0, Best Score : 1020.0, n_buffer : 16433, eps : 85.0%
n_episode : 278, Total Frames : 16491, Average Score : 162.4, Episode Score : 60.0, Best Score : 1020.0, n_buffer : 16491, eps : 85.0%
n_episode : 279, Total Frames : 16540, Average Score : 161.8, Episode Score : 0.0, Best Score : 1020.0, n_buffer : 16540, eps : 84.9%
n_episode : 280, Total Frames : 16652, Average Score : 162.2, Episode Score : 270.0, Best Score : 1020.0, n_buffer : 16652, eps : 84.9%
n_episode : 281, Total Frames : 16696, Average Score : 161.8, Episode Score : 60.0, Best Score : 1020.0, n_buffer : 16696, eps : 84.8%
n_episode : 282, Total Frames : 16740, Average Score : 161.7, Episode Score : 130.0, Best Score : 1020.0, n_buffer : 16740, eps : 84.8%
n_episode : 283, Total Frames : 16798, Average Score : 161.7, Episode Score : 160.0, Best Score : 1020.0, n_buffer : 16798, eps : 84.7%
n_episode : 284, Total Frames : 16856, Average Score : 161.5, Episode Score : 100.0, Best Score : 1020.0, n_buffer : 16856, eps : 84.7%
n_episode : 285, Total Frames : 16904, Average Score : 161.5, Episode Score : 180.0, Best Score : 1020.0, n_buffer : 16904, eps : 84.6%
n_episode : 286, Total Frames : 16967, Average Score : 161.5, Episode Score : 160.0, Best Score : 1020.0, n_buffer : 16967, eps : 84.6%
n_episode : 287, Total Frames : 17021, Average Score : 161.3, Episode Score : 100.0, Best Score : 1020.0, n_buffer : 17021, eps : 84.6%
n_episode : 288, Total Frames : 17049, Average Score : 160.9, Episode Score : 30.0, Best Score : 1020.0, n_buffer : 17049, eps : 84.5%
n_episode : 289, Total Frames : 17094, Average Score : 160.8, Episode Score : 150.0, Best Score : 1020.0, n_buffer : 17094, eps : 84.5%
n_episode : 290, Total Frames : 17135, Average Score : 160.6, Episode Score : 80.0, Best Score : 1020.0, n_buffer : 17135, eps : 84.4%
n_episode : 291, Total Frames : 17198, Average Score : 160.4, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 17198, eps : 84.4%
n_episode : 292, Total Frames : 17254, Average Score : 160.3, Episode Score : 140.0, Best Score : 1020.0, n_buffer : 17254, eps : 84.4%
n_episode : 293, Total Frames : 17310, Average Score : 160.3, Episode Score : 150.0, Best Score : 1020.0, n_buffer : 17310, eps : 84.3%
n_episode : 294, Total Frames : 17349, Average Score : 159.8, Episode Score : 10.0, Best Score : 1020.0, n_buffer : 17349, eps : 84.3%
n_episode : 295, Total Frames : 17406, Average Score : 159.7, Episode Score : 130.0, Best Score : 1020.0, n_buffer : 17406, eps : 84.2%
n_episode : 296, Total Frames : 17453, Average Score : 159.3, Episode Score : 50.0, Best Score : 1020.0, n_buffer : 17453, eps : 84.2%
n_episode : 297, Total Frames : 17509, Average Score : 159.3, Episode Score : 160.0, Best Score : 1020.0, n_buffer : 17509, eps : 84.1%
n_episode : 298, Total Frames : 17587, Average Score : 159.6, Episode Score : 250.0, Best Score : 1020.0, n_buffer : 17587, eps : 84.1%
n_episode : 299, Total Frames : 17677, Average Score : 159.9, Episode Score : 250.0, Best Score : 1020.0, n_buffer : 17677, eps : 84.0%
n_episode : 300, Total Frames : 17734, Average Score : 159.7, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 17734, eps : 84.0%
n_episode : 301, Total Frames : 17804, Average Score : 159.9, Episode Score : 200.0, Best Score : 1020.0, n_buffer : 17804, eps : 83.9%
n_episode : 302, Total Frames : 17851, Average Score : 159.6, Episode Score : 70.0, Best Score : 1020.0, n_buffer : 17851, eps : 83.9%
n_episode : 303, Total Frames : 17900, Average Score : 159.3, Episode Score : 90.0, Best Score : 1020.0, n_buffer : 17900, eps : 83.8%
n_episode : 304, Total Frames : 17971, Average Score : 159.5, Episode Score : 220.0, Best Score : 1020.0, n_buffer : 17971, eps : 83.8%
n_episode : 305, Total Frames : 18022, Average Score : 159.3, Episode Score : 100.0, Best Score : 1020.0, n_buffer : 18022, eps : 83.7%
n_episode : 306, Total Frames : 18046, Average Score : 158.8, Episode Score : 0.0, Best Score : 1020.0, n_buffer : 18046, eps : 83.7%
n_episode : 307, Total Frames : 18110, Average Score : 158.9, Episode Score : 180.0, Best Score : 1020.0, n_buffer : 18110, eps : 83.7%
n_episode : 308, Total Frames : 18169, Average Score : 159.1, Episode Score : 220.0, Best Score : 1020.0, n_buffer : 18169, eps : 83.6%
n_episode : 309, Total Frames : 18209, Average Score : 159.0, Episode Score : 130.0, Best Score : 1020.0, n_buffer : 18209, eps : 83.6%
n_episode : 310, Total Frames : 18272, Average Score : 159.0, Episode Score : 170.0, Best Score : 1020.0, n_buffer : 18272, eps : 83.5%
n_episode : 311, Total Frames : 18313, Average Score : 158.5, Episode Score : 0.0, Best Score : 1020.0, n_buffer : 18313, eps : 83.5%
n_episode : 312, Total Frames : 18410, Average Score : 159.3, Episode Score : 400.0, Best Score : 1020.0, n_buffer : 18410, eps : 83.4%
n_episode : 313, Total Frames : 18465, Average Score : 159.4, Episode Score : 180.0, Best Score : 1020.0, n_buffer : 18465, eps : 83.4%
n_episode : 314, Total Frames : 18509, Average Score : 159.1, Episode Score : 70.0, Best Score : 1020.0, n_buffer : 18509, eps : 83.3%
n_episode : 315, Total Frames : 18536, Average Score : 158.6, Episode Score : 20.0, Best Score : 1020.0, n_buffer : 18536, eps : 83.3%
n_episode : 316, Total Frames : 18584, Average Score : 158.5, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 18584, eps : 83.2%
n_episode : 317, Total Frames : 18605, Average Score : 158.0, Episode Score : 20.0, Best Score : 1020.0, n_buffer : 18605, eps : 83.2%
n_episode : 318, Total Frames : 18652, Average Score : 157.8, Episode Score : 90.0, Best Score : 1020.0, n_buffer : 18652, eps : 83.2%
n_episode : 319, Total Frames : 18702, Average Score : 157.7, Episode Score : 120.0, Best Score : 1020.0, n_buffer : 18702, eps : 83.2%
n_episode : 320, Total Frames : 18740, Average Score : 157.4, Episode Score : 70.0, Best Score : 1020.0, n_buffer : 18740, eps : 83.1%
n_episode : 321, Total Frames : 18763, Average Score : 157.0, Episode Score : 10.0, Best Score : 1020.0, n_buffer : 18763, eps : 83.1%
n_episode : 322, Total Frames : 18837, Average Score : 157.1, Episode Score : 200.0, Best Score : 1020.0, n_buffer : 18837, eps : 83.1%
n_episode : 323, Total Frames : 18857, Average Score : 156.7, Episode Score : 10.0, Best Score : 1020.0, n_buffer : 18857, eps : 83.0%
n_episode : 324, Total Frames : 18909, Average Score : 156.2, Episode Score : 10.0, Best Score : 1020.0, n_buffer : 18909, eps : 83.0%
n_episode : 325, Total Frames : 18976, Average Score : 156.4, Episode Score : 230.0, Best Score : 1020.0, n_buffer : 18976, eps : 82.9%
n_episode : 326, Total Frames : 19024, Average Score : 156.0, Episode Score : 30.0, Best Score : 1020.0, n_buffer : 19024, eps : 82.9%
n_episode : 327, Total Frames : 19079, Average Score : 155.9, Episode Score : 100.0, Best Score : 1020.0, n_buffer : 19079, eps : 82.8%
n_episode : 328, Total Frames : 19131, Average Score : 155.8, Episode Score : 130.0, Best Score : 1020.0, n_buffer : 19131, eps : 82.8%
n_episode : 329, Total Frames : 19159, Average Score : 155.8, Episode Score : 160.0, Best Score : 1020.0, n_buffer : 19159, eps : 82.8%
n_episode : 330, Total Frames : 19201, Average Score : 155.6, Episode Score : 80.0, Best Score : 1020.0, n_buffer : 19201, eps : 82.7%
n_episode : 331, Total Frames : 19256, Average Score : 155.6, Episode Score : 160.0, Best Score : 1020.0, n_buffer : 19256, eps : 82.7%
n_episode : 332, Total Frames : 19302, Average Score : 155.3, Episode Score : 70.0, Best Score : 1020.0, n_buffer : 19302, eps : 82.7%
n_episode : 333, Total Frames : 19339, Average Score : 154.9, Episode Score : 10.0, Best Score : 1020.0, n_buffer : 19339, eps : 82.6%
n_episode : 334, Total Frames : 19397, Average Score : 154.9, Episode Score : 150.0, Best Score : 1020.0, n_buffer : 19397, eps : 82.6%
n_episode : 335, Total Frames : 19436, Average Score : 154.7, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 19436, eps : 82.5%
n_episode : 336, Total Frames : 19470, Average Score : 154.3, Episode Score : 20.0, Best Score : 1020.0, n_buffer : 19470, eps : 82.5%
n_episode : 337, Total Frames : 19550, Average Score : 154.6, Episode Score : 250.0, Best Score : 1020.0, n_buffer : 19550, eps : 82.5%
n_episode : 338, Total Frames : 19597, Average Score : 154.6, Episode Score : 130.0, Best Score : 1020.0, n_buffer : 19597, eps : 82.4%
n_episode : 339, Total Frames : 19618, Average Score : 154.1, Episode Score : 0.0, Best Score : 1020.0, n_buffer : 19618, eps : 82.4%
n_episode : 340, Total Frames : 19656, Average Score : 153.9, Episode Score : 70.0, Best Score : 1020.0, n_buffer : 19656, eps : 82.4%
n_episode : 341, Total Frames : 19699, Average Score : 153.9, Episode Score : 170.0, Best Score : 1020.0, n_buffer : 19699, eps : 82.3%
n_episode : 342, Total Frames : 19719, Average Score : 153.5, Episode Score : 0.0, Best Score : 1020.0, n_buffer : 19719, eps : 82.3%
n_episode : 343, Total Frames : 19782, Average Score : 153.6, Episode Score : 210.0, Best Score : 1020.0, n_buffer : 19782, eps : 82.3%
n_episode : 344, Total Frames : 19849, Average Score : 153.7, Episode Score : 190.0, Best Score : 1020.0, n_buffer : 19849, eps : 82.2%
n_episode : 345, Total Frames : 19913, Average Score : 153.9, Episode Score : 220.0, Best Score : 1020.0, n_buffer : 19913, eps : 82.2%
n_episode : 346, Total Frames : 19982, Average Score : 154.1, Episode Score : 210.0, Best Score : 1020.0, n_buffer : 19982, eps : 82.1%
n_episode : 347, Total Frames : 20038, Average Score : 153.9, Episode Score : 100.0, Best Score : 1020.0, n_buffer : 20038, eps : 82.1%
n_episode : 348, Total Frames : 20058, Average Score : 153.5, Episode Score : 10.0, Best Score : 1020.0, n_buffer : 20058, eps : 82.0%
n_episode : 349, Total Frames : 20111, Average Score : 153.3, Episode Score : 80.0, Best Score : 1020.0, n_buffer : 20111, eps : 82.0%
n_episode : 350, Total Frames : 20156, Average Score : 153.2, Episode Score : 110.0, Best Score : 1020.0, n_buffer : 20156, eps : 82.0%
n_episode : 351, Total Frames : 20201, Average Score : 152.8, Episode Score : 30.0, Best Score : 1020.0, n_buffer : 20201, eps : 81.9%
n_episode : 352, Total Frames : 20264, Average Score : 152.8, Episode Score : 140.0, Best Score : 1020.0, n_buffer : 20264, eps : 81.9%
n_episode : 353, Total Frames : 20385, Average Score : 154.0, Episode Score : 580.0, Best Score : 1020.0, n_buffer : 20385, eps : 81.8%
n_episode : 354, Total Frames : 20425, Average Score : 153.8, Episode Score : 80.0, Best Score : 1020.0, n_buffer : 20425, eps : 81.7%
n_episode : 355, Total Frames : 20493, Average Score : 154.0, Episode Score : 220.0, Best Score : 1020.0, n_buffer : 20493, eps : 81.7%
n_episode : 356, Total Frames : 20539, Average Score : 154.1, Episode Score : 210.0, Best Score : 1020.0, n_buffer : 20539, eps : 81.7%
n_episode : 357, Total Frames : 20703, Average Score : 156.8, Episode Score : 1090.0, Best Score : 1090.0, n_buffer : 20703, eps : 81.6%
n_episode : 358, Total Frames : 20773, Average Score : 157.0, Episode Score : 250.0, Best Score : 1090.0, n_buffer : 20773, eps : 81.5%
n_episode : 359, Total Frames : 20822, Average Score : 156.8, Episode Score : 70.0, Best Score : 1090.0, n_buffer : 20822, eps : 81.4%
n_episode : 360, Total Frames : 20875, Average Score : 156.4, Episode Score : 20.0, Best Score : 1090.0, n_buffer : 20875, eps : 81.4%
n_episode : 361, Total Frames : 20949, Average Score : 156.5, Episode Score : 210.0, Best Score : 1090.0, n_buffer : 20949, eps : 81.3%
n_episode : 362, Total Frames : 20999, Average Score : 156.3, Episode Score : 60.0, Best Score : 1090.0, n_buffer : 20999, eps : 81.3%
n_episode : 363, Total Frames : 21022, Average Score : 156.0, Episode Score : 40.0, Best Score : 1090.0, n_buffer : 21022, eps : 81.2%
n_episode : 364, Total Frames : 21068, Average Score : 155.9, Episode Score : 140.0, Best Score : 1090.0, n_buffer : 21068, eps : 81.2%
n_episode : 365, Total Frames : 21124, Average Score : 155.9, Episode Score : 150.0, Best Score : 1090.0, n_buffer : 21124, eps : 81.2%
n_episode : 366, Total Frames : 21164, Average Score : 155.5, Episode Score : 20.0, Best Score : 1090.0, n_buffer : 21164, eps : 81.1%
n_episode : 367, Total Frames : 21341, Average Score : 156.0, Episode Score : 340.0, Best Score : 1090.0, n_buffer : 21341, eps : 81.1%
n_episode : 368, Total Frames : 21384, Average Score : 156.0, Episode Score : 160.0, Best Score : 1090.0, n_buffer : 21384, eps : 81.0%
n_episode : 369, Total Frames : 21495, Average Score : 155.9, Episode Score : 90.0, Best Score : 1090.0, n_buffer : 21495, eps : 80.9%
n_episode : 370, Total Frames : 21538, Average Score : 155.8, Episode Score : 120.0, Best Score : 1090.0, n_buffer : 21538, eps : 80.9%
n_episode : 371, Total Frames : 21589, Average Score : 155.8, Episode Score : 160.0, Best Score : 1090.0, n_buffer : 21589, eps : 80.8%
n_episode : 372, Total Frames : 21631, Average Score : 155.5, Episode Score : 60.0, Best Score : 1090.0, n_buffer : 21631, eps : 80.8%
n_episode : 373, Total Frames : 21684, Average Score : 155.4, Episode Score : 100.0, Best Score : 1090.0, n_buffer : 21684, eps : 80.7%
n_episode : 374, Total Frames : 21715, Average Score : 155.1, Episode Score : 70.0, Best Score : 1090.0, n_buffer : 21715, eps : 80.7%
n_episode : 375, Total Frames : 21743, Average Score : 154.7, Episode Score : 10.0, Best Score : 1090.0, n_buffer : 21743, eps : 80.7%
n_episode : 376, Total Frames : 21788, Average Score : 154.7, Episode Score : 130.0, Best Score : 1090.0, n_buffer : 21788, eps : 80.7%
n_episode : 377, Total Frames : 21830, Average Score : 154.5, Episode Score : 70.0, Best Score : 1090.0, n_buffer : 21830, eps : 80.6%
n_episode : 378, Total Frames : 21876, Average Score : 154.5, Episode Score : 160.0, Best Score : 1090.0, n_buffer : 21876, eps : 80.6%
n_episode : 379, Total Frames : 21939, Average Score : 154.6, Episode Score : 200.0, Best Score : 1090.0, n_buffer : 21939, eps : 80.5%
n_episode : 380, Total Frames : 21987, Average Score : 154.8, Episode Score : 220.0, Best Score : 1090.0, n_buffer : 21987, eps : 80.5%
n_episode : 381, Total Frames : 22038, Average Score : 154.6, Episode Score : 80.0, Best Score : 1090.0, n_buffer : 22038, eps : 80.5%
n_episode : 382, Total Frames : 22101, Average Score : 154.5, Episode Score : 120.0, Best Score : 1090.0, n_buffer : 22101, eps : 80.4%
n_episode : 383, Total Frames : 22162, Average Score : 154.5, Episode Score : 170.0, Best Score : 1090.0, n_buffer : 22162, eps : 80.4%
n_episode : 384, Total Frames : 22262, Average Score : 155.1, Episode Score : 370.0, Best Score : 1090.0, n_buffer : 22262, eps : 80.3%
n_episode : 385, Total Frames : 22299, Average Score : 154.9, Episode Score : 80.0, Best Score : 1090.0, n_buffer : 22299, eps : 80.2%
n_episode : 386, Total Frames : 22339, Average Score : 155.0, Episode Score : 210.0, Best Score : 1090.0, n_buffer : 22339, eps : 80.2%
n_episode : 387, Total Frames : 22365, Average Score : 154.8, Episode Score : 70.0, Best Score : 1090.0, n_buffer : 22365, eps : 80.2%
n_episode : 388, Total Frames : 22438, Average Score : 155.0, Episode Score : 220.0, Best Score : 1090.0, n_buffer : 22438, eps : 80.2%
n_episode : 389, Total Frames : 22484, Average Score : 154.9, Episode Score : 130.0, Best Score : 1090.0, n_buffer : 22484, eps : 80.1%
n_episode : 390, Total Frames : 22535, Average Score : 155.0, Episode Score : 190.0, Best Score : 1090.0, n_buffer : 22535, eps : 80.1%
n_episode : 391, Total Frames : 22570, Average Score : 154.7, Episode Score : 50.0, Best Score : 1090.0, n_buffer : 22570, eps : 80.0%
n_episode : 392, Total Frames : 22623, Average Score : 154.7, Episode Score : 140.0, Best Score : 1090.0, n_buffer : 22623, eps : 80.0%
n_episode : 393, Total Frames : 22681, Average Score : 154.7, Episode Score : 170.0, Best Score : 1090.0, n_buffer : 22681, eps : 80.0%
n_episode : 394, Total Frames : 22743, Average Score : 154.8, Episode Score : 200.0, Best Score : 1090.0, n_buffer : 22743, eps : 79.9%
n_episode : 395, Total Frames : 22776, Average Score : 154.6, Episode Score : 60.0, Best Score : 1090.0, n_buffer : 22776, eps : 79.9%
n_episode : 396, Total Frames : 22798, Average Score : 154.3, Episode Score : 20.0, Best Score : 1090.0, n_buffer : 22798, eps : 79.8%
n_episode : 397, Total Frames : 22863, Average Score : 154.4, Episode Score : 200.0, Best Score : 1090.0, n_buffer : 22863, eps : 79.8%
n_episode : 398, Total Frames : 22924, Average Score : 154.3, Episode Score : 110.0, Best Score : 1090.0, n_buffer : 22924, eps : 79.8%
n_episode : 399, Total Frames : 22957, Average Score : 154.0, Episode Score : 40.0, Best Score : 1090.0, n_buffer : 22957, eps : 79.7%
n_episode : 400, Total Frames : 23030, Average Score : 154.2, Episode Score : 260.0, Best Score : 1090.0, n_buffer : 23030, eps : 79.7%
n_episode : 401, Total Frames : 23080, Average Score : 154.1, Episode Score : 100.0, Best Score : 1090.0, n_buffer : 23080, eps : 79.6%
n_episode : 402, Total Frames : 23121, Average Score : 153.9, Episode Score : 60.0, Best Score : 1090.0, n_buffer : 23121, eps : 79.6%
n_episode : 403, Total Frames : 23188, Average Score : 153.9, Episode Score : 170.0, Best Score : 1090.0, n_buffer : 23188, eps : 79.6%
n_episode : 404, Total Frames : 23219, Average Score : 153.7, Episode Score : 50.0, Best Score : 1090.0, n_buffer : 23219, eps : 79.5%
n_episode : 405, Total Frames : 23249, Average Score : 153.3, Episode Score : 10.0, Best Score : 1090.0, n_buffer : 23249, eps : 79.5%
